Model,DPO4104
Firmware Version,2.68

Waveform Type,ANALOG,
-1.7300e-03,4.54156,0.112375
-1.7296e-03,4.52188,0.110469
-1.7292e-03,4.55094,0.111328
-1.7288e-03,4.52313,0.111156
-1.7284e-03,4.51375,0.110094
-1.7280e-03,4.52438,0.111375
-1.7276e-03,4.50563,0.110922
-1.7272e-03,4.50125,0.10725
-1.7268e-03,4.48156,0.110297
-1.7264e-03,4.49313,0.111656
-1.7260e-03,4.47656,0.108625
-1.7256e-03,4.48062,0.110719
-1.7252e-03,4.46938,0.109125
-1.7248e-03,4.44937,0.109656
-1.7244e-03,4.42094,0.111313
-1.7240e-03,4.41594,0.110813
-1.7236e-03,4.45156,0.105938
-1.7232e-03,4.42031,0.109297
-1.7228e-03,4.39,0.108141
-1.7224e-03,4.41125,0.111641
-1.7220e-03,4.37844,0.108969
-1.7216e-03,4.4025,0.107953
-1.7212e-03,4.39062,0.108156
-1.7208e-03,4.37437,0.108875
-1.7204e-03,4.33219,0.107938
-1.7200e-03,4.35438,0.109813
-1.7196e-03,4.32812,0.105469
-1.7192e-03,4.31594,0.107406
-1.7188e-03,4.32531,0.107688
-1.7184e-03,4.31906,0.107031
-1.7180e-03,4.30219,0.108234
-1.7176e-03,4.31937,0.105328
-1.7172e-03,4.30687,0.105266
-1.7168e-03,4.26656,0.107453
-1.7164e-03,4.26187,0.106688
-1.7160e-03,4.27406,0.106031
-1.7156e-03,4.26344,0.105594
-1.7152e-03,4.235,0.102391
-1.7148e-03,4.25875,0.105531
-1.7144e-03,4.24,0.104578
-1.7140e-03,4.22344,0.103781
-1.7136e-03,4.21375,0.103297
-1.7132e-03,4.21469,0.103906
-1.7128e-03,4.2075,0.103078
-1.7124e-03,4.19562,0.107219
-1.7120e-03,4.2,0.10125
-1.7116e-03,4.18594,0.10425
-1.7112e-03,4.18438,0.101859
-1.7108e-03,4.18562,0.102484
-1.7104e-03,4.15719,0.102953
-1.7100e-03,4.17031,0.10325
-1.7096e-03,4.14781,0.0992656
-1.7092e-03,4.14562,0.102125
-1.7088e-03,4.1375,0.100625
-1.7084e-03,4.11531,0.101234
-1.7080e-03,4.13844,0.0999219
-1.7076e-03,4.10938,0.0990156
-1.7072e-03,4.10938,0.0998125
-1.7068e-03,4.11437,0.100641
-1.7064e-03,4.08719,0.100359
-1.7060e-03,4.05375,0.0995156
-1.7056e-03,4.07344,0.100187
-1.7052e-03,4.06344,0.0979688
-1.7048e-03,4.05469,0.0997031
-1.7044e-03,4.03406,0.0997656
-1.7040e-03,4.06,0.0995313
-1.7036e-03,4.02156,0.0971094
-1.7032e-03,3.98313,0.097125
-1.7028e-03,4.03875,0.0985469
-1.7024e-03,3.99063,0.0980625
-1.7020e-03,3.95844,0.0978125
-1.7016e-03,3.98281,0.0965
-1.7012e-03,3.9575,0.0973125
-1.7008e-03,3.94625,0.097
-1.7004e-03,3.98219,0.0982188
-1.7000e-03,3.95531,0.0955
-1.6996e-03,3.95344,0.0943594
-1.6992e-03,3.93812,0.0947344
-1.6988e-03,3.93375,0.0949688
-1.6984e-03,3.90781,0.0969062
-1.6980e-03,3.90969,0.0966406
-1.6976e-03,3.90125,0.095
-1.6972e-03,3.9025,0.09475
-1.6968e-03,3.87562,0.0941406
-1.6964e-03,3.87844,0.0951406
-1.6960e-03,3.86063,0.0947812
-1.6956e-03,3.87719,0.0944688
-1.6952e-03,3.86469,0.0945625
-1.6948e-03,3.86875,0.0952344
-1.6944e-03,3.84094,0.0935469
-1.6940e-03,3.84219,0.0934688
-1.6936e-03,3.85125,0.0926562
-1.6932e-03,3.82938,0.0930938
-1.6928e-03,3.80969,0.0939219
-1.6924e-03,3.82219,0.0933125
-1.6920e-03,3.79156,0.0917188
-1.6916e-03,3.79156,0.0922969
-1.6912e-03,3.77906,0.0916406
-1.6908e-03,3.785,0.0925156
-1.6904e-03,3.77406,0.0920938
-1.6900e-03,3.77219,0.0910156
-1.6896e-03,3.76812,0.0916875
-1.6892e-03,3.74281,0.0913594
-1.6888e-03,3.75969,0.0895625
-1.6884e-03,3.7,0.0922969
-1.6880e-03,3.73531,0.0897656
-1.6876e-03,3.72156,0.0900156
-1.6872e-03,3.72719,0.0911875
-1.6868e-03,3.69406,0.0892656
-1.6864e-03,3.67594,0.0890469
-1.6860e-03,3.68781,0.0906875
-1.6856e-03,3.68375,0.0874375
-1.6852e-03,3.67156,0.0889531
-1.6848e-03,3.67687,0.0889531
-1.6844e-03,3.64875,0.0874844
-1.6840e-03,3.66063,0.0899688
-1.6836e-03,3.635,0.0875937
-1.6832e-03,3.6275,0.08825
-1.6828e-03,3.61625,0.0872031
-1.6824e-03,3.595,0.0872031
-1.6820e-03,3.61063,0.0863594
-1.6816e-03,3.60094,0.0886875
-1.6812e-03,3.59313,0.0847187
-1.6808e-03,3.54594,0.0863906
-1.6804e-03,3.58781,0.0871875
-1.6800e-03,3.53906,0.0844687
-1.6796e-03,3.5675,0.0862813
-1.6792e-03,3.55625,0.0865625
-1.6788e-03,3.56031,0.08425
-1.6784e-03,3.54656,0.0865781
-1.6780e-03,3.55344,0.0847344
-1.6776e-03,3.52844,0.0853125
-1.6772e-03,3.52062,0.0870469
-1.6768e-03,3.50313,0.0852031
-1.6764e-03,3.47688,0.0836875
-1.6760e-03,3.47656,0.0864844
-1.6756e-03,3.46813,0.0833594
-1.6752e-03,3.47812,0.0839531
-1.6748e-03,3.45312,0.0845
-1.6744e-03,3.45938,0.0809531
-1.6740e-03,3.425,0.0859844
-1.6736e-03,3.45031,0.0825
-1.6732e-03,3.47562,0.0816406
-1.6728e-03,3.41469,0.0840625
-1.6724e-03,3.39938,0.0831719
-1.6720e-03,3.38844,0.0806562
-1.6716e-03,3.4075,0.085
-1.6712e-03,3.37406,0.0795938
-1.6708e-03,3.36875,0.0792188
-1.6704e-03,3.35625,0.0815938
-1.6700e-03,3.35844,0.0820312
-1.6696e-03,3.35562,0.0812344
-1.6692e-03,3.35188,0.0823906
-1.6688e-03,3.34375,0.0781719
-1.6684e-03,3.33,0.0826563
-1.6680e-03,3.34094,0.0809062
-1.6676e-03,3.32656,0.0802188
-1.6672e-03,3.30625,0.0815156
-1.6668e-03,3.30812,0.0787656
-1.6664e-03,3.31062,0.0791094
-1.6660e-03,3.30219,0.08025
-1.6656e-03,3.275,0.0791562
-1.6652e-03,3.27344,0.0773594
-1.6648e-03,3.27313,0.0792812
-1.6644e-03,3.26031,0.078375
-1.6640e-03,3.22844,0.079625
-1.6636e-03,3.20219,0.0787969
-1.6632e-03,3.22688,0.0780312
-1.6628e-03,3.20812,0.0768438
-1.6624e-03,3.20031,0.0784062
-1.6620e-03,3.21313,0.0766719
-1.6616e-03,3.21281,0.0792969
-1.6612e-03,3.17563,0.0771875
-1.6608e-03,3.16063,0.0767969
-1.6604e-03,3.16969,0.078875
-1.6600e-03,3.15375,0.0779688
-1.6596e-03,3.17125,0.0779531
-1.6592e-03,3.14656,0.075
-1.6588e-03,3.12125,0.0773125
-1.6584e-03,3.14531,0.07625
-1.6580e-03,3.12344,0.0762656
-1.6576e-03,3.10969,0.0757656
-1.6572e-03,3.1,0.0752969
-1.6568e-03,3.09906,0.0744531
-1.6564e-03,3.07812,0.0749844
-1.6560e-03,3.0725,0.074125
-1.6556e-03,3.06375,0.0737187
-1.6552e-03,3.08188,0.07475
-1.6548e-03,3.05688,0.0736094
-1.6544e-03,3.04188,0.0737813
-1.6540e-03,3.03656,0.0737969
-1.6536e-03,3.03281,0.0730781
-1.6532e-03,3.02281,0.0711406
-1.6528e-03,3.04031,0.0731719
-1.6524e-03,3.015,0.0722656
-1.6520e-03,3.02,0.073375
-1.6516e-03,2.9875,0.074375
-1.6512e-03,2.975,0.072
-1.6508e-03,2.97375,0.0722187
-1.6504e-03,2.93844,0.0726719
-1.6500e-03,2.96,0.0726719
-1.6496e-03,2.95844,0.0707656
-1.6492e-03,2.93875,0.0703125
-1.6488e-03,2.9475,0.0709844
-1.6484e-03,2.91875,0.0708906
-1.6480e-03,2.95156,0.0706875
-1.6476e-03,2.93969,0.0699375
-1.6472e-03,2.92094,0.0687969
-1.6468e-03,2.90031,0.0704531
-1.6464e-03,2.88594,0.0712813
-1.6460e-03,2.87813,0.0701406
-1.6456e-03,2.89094,0.0690313
-1.6452e-03,2.89031,0.0674531
-1.6448e-03,2.85844,0.0680469
-1.6444e-03,2.86531,0.0687344
-1.6440e-03,2.86125,0.0671719
-1.6436e-03,2.84344,0.0675156
-1.6432e-03,2.82875,0.0688437
-1.6428e-03,2.83469,0.0676875
-1.6424e-03,2.84187,0.0669375
-1.6420e-03,2.78125,0.0680313
-1.6416e-03,2.78375,0.0680469
-1.6412e-03,2.78187,0.0668906
-1.6408e-03,2.75937,0.0652656
-1.6404e-03,2.77656,0.0669375
-1.6400e-03,2.77094,0.0677188
-1.6396e-03,2.75031,0.0662031
-1.6392e-03,2.74094,0.0667031
-1.6388e-03,2.73219,0.0656562
-1.6384e-03,2.71875,0.0635781
-1.6380e-03,2.73313,0.0654062
-1.6376e-03,2.70406,0.0659688
-1.6372e-03,2.69031,0.0657344
-1.6368e-03,2.70719,0.0644219
-1.6364e-03,2.68906,0.0657031
-1.6360e-03,2.71,0.0636562
-1.6356e-03,2.68,0.0650469
-1.6352e-03,2.69375,0.0623438
-1.6348e-03,2.65437,0.062625
-1.6344e-03,2.65781,0.0644219
-1.6340e-03,2.63781,0.0635469
-1.6336e-03,2.61625,0.0629375
-1.6332e-03,2.63625,0.0620156
-1.6328e-03,2.61031,0.0603906
-1.6324e-03,2.61906,0.0637188
-1.6320e-03,2.615,0.063375
-1.6316e-03,2.60406,0.0618594
-1.6312e-03,2.5725,0.0617188
-1.6308e-03,2.59656,0.061875
-1.6304e-03,2.56438,0.0609219
-1.6300e-03,2.56406,0.0610938
-1.6296e-03,2.57563,0.0609531
-1.6292e-03,2.55313,0.0595938
-1.6288e-03,2.54969,0.0606094
-1.6284e-03,2.54813,0.0593906
-1.6280e-03,2.54375,0.0627031
-1.6276e-03,2.53594,0.0596094
-1.6272e-03,2.54344,0.0595625
-1.6268e-03,2.52219,0.06
-1.6264e-03,2.50781,0.0584219
-1.6260e-03,2.47969,0.0580469
-1.6256e-03,2.50594,0.0603906
-1.6252e-03,2.50625,0.0578437
-1.6248e-03,2.49031,0.0574219
-1.6244e-03,2.47469,0.0603125
-1.6240e-03,2.47812,0.05725
-1.6236e-03,2.47438,0.0591406
-1.6232e-03,2.44125,0.0590781
-1.6228e-03,2.44063,0.0575937
-1.6224e-03,2.42625,0.0586406
-1.6220e-03,2.43281,0.0571406
-1.6216e-03,2.41625,0.0582656
-1.6212e-03,2.43438,0.0581562
-1.6208e-03,2.41281,0.0564531
-1.6204e-03,2.4025,0.0571719
-1.6200e-03,2.38687,0.0565781
-1.6196e-03,2.38813,0.0555
-1.6192e-03,2.39688,0.0558281
-1.6188e-03,2.37125,0.0567344
-1.6184e-03,2.37406,0.0563281
-1.6180e-03,2.37875,0.05675
-1.6176e-03,2.35094,0.0563125
-1.6172e-03,2.34437,0.0565469
-1.6168e-03,2.31844,0.0557031
-1.6164e-03,2.32625,0.0547656
-1.6160e-03,2.29688,0.0553125
-1.6156e-03,2.29937,0.0544688
-1.6152e-03,2.29312,0.0555625
-1.6148e-03,2.28594,0.0537813
-1.6144e-03,2.25937,0.0537813
-1.6140e-03,2.29312,0.0539688
-1.6136e-03,2.27594,0.0542031
-1.6132e-03,2.25937,0.0523594
-1.6128e-03,2.24594,0.0516875
-1.6124e-03,2.23906,0.0546719
-1.6120e-03,2.23031,0.053125
-1.6116e-03,2.22656,0.0532813
-1.6112e-03,2.21219,0.0526094
-1.6108e-03,2.19219,0.0518906
-1.6104e-03,2.19313,0.0506406
-1.6100e-03,2.19875,0.05175
-1.6096e-03,2.15469,0.0505469
-1.6092e-03,2.16875,0.0516563
-1.6088e-03,2.15938,0.0515625
-1.6084e-03,2.15719,0.0517813
-1.6080e-03,2.16156,0.0513438
-1.6076e-03,2.16219,0.051625
-1.6072e-03,2.12906,0.0521406
-1.6068e-03,2.12656,0.0508125
-1.6064e-03,2.12156,0.0505781
-1.6060e-03,2.10844,0.0510156
-1.6056e-03,2.08406,0.0494531
-1.6052e-03,2.10625,0.0487969
-1.6048e-03,2.09875,0.0507187
-1.6044e-03,2.06219,0.0502656
-1.6040e-03,2.06219,0.04925
-1.6036e-03,2.08469,0.0499844
-1.6032e-03,2.06125,0.0477813
-1.6028e-03,2.03594,0.0496094
-1.6024e-03,2.0425,0.0489531
-1.6020e-03,2.03406,0.0499375
-1.6016e-03,2.015,0.050125
-1.6012e-03,2.0275,0.0469688
-1.6008e-03,2.00406,0.0481719
-1.6004e-03,1.9975,0.0475469
-1.6000e-03,1.99406,0.04625
-1.5996e-03,1.99313,0.0493906
-1.5992e-03,1.97813,0.0464375
-1.5988e-03,1.955,0.0452969
-1.5984e-03,1.96469,0.0485
-1.5980e-03,1.95875,0.0459844
-1.5976e-03,1.94094,0.0465313
-1.5972e-03,1.92969,0.0461563
-1.5968e-03,1.93844,0.0451563
-1.5964e-03,1.91094,0.0476563
-1.5960e-03,1.92531,0.0476563
-1.5956e-03,1.90156,0.0455625
-1.5952e-03,1.87406,0.0455
-1.5948e-03,1.89656,0.0440313
-1.5944e-03,1.86781,0.0442656
-1.5940e-03,1.84062,0.0453281
-1.5936e-03,1.86406,0.04525
-1.5932e-03,1.865,0.0423125
-1.5928e-03,1.84375,0.0460156
-1.5924e-03,1.82719,0.0425
-1.5920e-03,1.84594,0.0454844
-1.5916e-03,1.81156,0.0437188
-1.5912e-03,1.79625,0.043125
-1.5908e-03,1.80656,0.0442656
-1.5904e-03,1.81625,0.0454219
-1.5900e-03,1.77781,0.042625
-1.5896e-03,1.79563,0.0449531
-1.5892e-03,1.78156,0.0424687
-1.5888e-03,1.74094,0.0432813
-1.5884e-03,1.74344,0.0425469
-1.5880e-03,1.7675,0.0414531
-1.5876e-03,1.75063,0.0412969
-1.5872e-03,1.74438,0.0421406
-1.5868e-03,1.73375,0.0406562
-1.5864e-03,1.72469,0.0419531
-1.5860e-03,1.71813,0.0421094
-1.5856e-03,1.70375,0.0397969
-1.5852e-03,1.68813,0.0411094
-1.5848e-03,1.66969,0.0405469
-1.5844e-03,1.645,0.0403281
-1.5840e-03,1.67375,0.0412344
-1.5836e-03,1.66375,0.0386563
-1.5832e-03,1.65406,0.0381719
-1.5828e-03,1.6175,0.0410937
-1.5824e-03,1.6375,0.0380625
-1.5820e-03,1.61,0.0392813
-1.5816e-03,1.615,0.0382969
-1.5812e-03,1.63,0.0381719
-1.5808e-03,1.615,0.0409219
-1.5804e-03,1.61281,0.0375781
-1.5800e-03,1.58062,0.0375156
-1.5796e-03,1.57281,0.0371094
-1.5792e-03,1.55625,0.037875
-1.5788e-03,1.54188,0.0387656
-1.5784e-03,1.54031,0.0387031
-1.5780e-03,1.53031,0.0361406
-1.5776e-03,1.52656,0.0340312
-1.5772e-03,1.52875,0.0372656
-1.5768e-03,1.505,0.0361094
-1.5764e-03,1.52,0.0371719
-1.5760e-03,1.50938,0.0351094
-1.5756e-03,1.48844,0.0348437
-1.5752e-03,1.49219,0.0364531
-1.5748e-03,1.49063,0.0350156
-1.5744e-03,1.46281,0.0356406
-1.5740e-03,1.46781,0.032875
-1.5736e-03,1.43844,0.0340937
-1.5732e-03,1.45969,0.0331406
-1.5728e-03,1.43719,0.0351562
-1.5724e-03,1.42312,0.033375
-1.5720e-03,1.43281,0.0353125
-1.5716e-03,1.41437,0.0328125
-1.5712e-03,1.39312,0.0339531
-1.5708e-03,1.39563,0.0344531
-1.5704e-03,1.37906,0.032125
-1.5700e-03,1.38625,0.0327187
-1.5696e-03,1.37187,0.0316406
-1.5692e-03,1.38187,0.0345469
-1.5688e-03,1.34844,0.031625
-1.5684e-03,1.33844,0.0325156
-1.5680e-03,1.33375,0.0308125
-1.5676e-03,1.34062,0.0324531
-1.5672e-03,1.31875,0.032125
-1.5668e-03,1.31438,0.0316875
-1.5664e-03,1.325,0.0301719
-1.5660e-03,1.29844,0.0309687
-1.5656e-03,1.28375,0.0320937
-1.5652e-03,1.27656,0.0298906
-1.5648e-03,1.28406,0.0302656
-1.5644e-03,1.30313,0.03025
-1.5640e-03,1.26844,0.0290938
-1.5636e-03,1.27031,0.0294219
-1.5632e-03,1.25344,0.0299375
-1.5628e-03,1.28063,0.0292344
-1.5624e-03,1.21719,0.0278125
-1.5620e-03,1.22063,0.0298281
-1.5616e-03,1.23156,0.0278125
-1.5612e-03,1.22219,0.0280313
-1.5608e-03,1.22719,0.0281719
-1.5604e-03,1.18781,0.0270156
-1.5600e-03,1.19188,0.0275781
-1.5596e-03,1.20781,0.0273906
-1.5592e-03,1.17688,0.0260781
-1.5588e-03,1.16594,0.0265
-1.5584e-03,1.17,0.0284844
-1.5580e-03,1.13219,0.0281406
-1.5576e-03,1.14156,0.0267187
-1.5572e-03,1.15031,0.0241719
-1.5568e-03,1.13125,0.0260312
-1.5564e-03,1.115,0.02575
-1.5560e-03,1.13125,0.0250938
-1.5556e-03,1.10438,0.0259219
-1.5552e-03,1.0925,0.027375
-1.5548e-03,1.10688,0.0228437
-1.5544e-03,1.08062,0.0250938
-1.5540e-03,1.05937,0.022125
-1.5536e-03,1.06094,0.0242813
-1.5532e-03,1.06,0.0237969
-1.5528e-03,1.06969,0.0235469
-1.5524e-03,1.05688,0.0234062
-1.5520e-03,1.03156,0.0240938
-1.5516e-03,1.02406,0.0230312
-1.5512e-03,0.98375,0.0252813
-1.5508e-03,1.005,0.0220312
-1.5504e-03,0.999688,0.0216719
-1.5500e-03,1.01094,0.0221875
-1.5496e-03,0.998125,0.022
-1.5492e-03,0.985938,0.01975
-1.5488e-03,0.956875,0.0213906
-1.5484e-03,0.963125,0.0213594
-1.5480e-03,0.944688,0.0213594
-1.5476e-03,0.925625,0.0228125
-1.5472e-03,0.950625,0.0188437
-1.5468e-03,0.910312,0.020625
-1.5464e-03,0.924687,0.0196719
-1.5460e-03,0.921875,0.0199688
-1.5456e-03,0.899375,0.0205625
-1.5452e-03,0.884062,0.0199219
-1.5448e-03,0.888125,0.0193281
-1.5444e-03,0.879375,0.0207344
-1.5440e-03,0.8625,0.0172188
-1.5436e-03,0.869688,0.017875
-1.5432e-03,0.860313,0.0167813
-1.5428e-03,0.83875,0.0181406
-1.5424e-03,0.837187,0.0182812
-1.5420e-03,0.8475,0.0182812
-1.5416e-03,0.809688,0.018375
-1.5412e-03,0.815625,0.0167969
-1.5408e-03,0.82125,0.0184687
-1.5404e-03,0.804688,0.0178594
-1.5400e-03,0.782813,0.0169063
-1.5396e-03,0.784062,0.0183281
-1.5392e-03,0.77375,0.0170781
-1.5388e-03,0.778438,0.0182187
-1.5384e-03,0.764375,0.0179063
-1.5380e-03,0.75375,0.0157188
-1.5376e-03,0.761875,0.0154062
-1.5372e-03,0.742188,0.015375
-1.5368e-03,0.712187,0.0164844
-1.5364e-03,0.734688,0.0148281
-1.5360e-03,0.726875,0.0154219
-1.5356e-03,0.722812,0.0162656
-1.5352e-03,0.709688,0.01525
-1.5348e-03,0.689375,0.01525
-1.5344e-03,0.675,0.0132812
-1.5340e-03,0.677813,0.014875
-1.5336e-03,0.650312,0.013625
-1.5332e-03,0.693125,0.0128594
-1.5328e-03,0.655625,0.0139375
-1.5324e-03,0.636875,0.0129844
-1.5320e-03,0.63125,0.0140938
-1.5316e-03,0.645625,0.0132031
-1.5312e-03,0.63,0.0120469
-1.5308e-03,0.634687,0.01275
-1.5304e-03,0.613125,0.0144219
-1.5300e-03,0.6075,0.0114687
-1.5296e-03,0.579375,0.013
-1.5292e-03,0.580313,0.0119375
-1.5288e-03,0.569688,0.0118125
-1.5284e-03,0.55375,0.0121406
-1.5280e-03,0.568125,0.0133437
-1.5276e-03,0.536563,0.0110937
-1.5272e-03,0.554688,0.0107031
-1.5268e-03,0.51,0.0104375
-1.5264e-03,0.515625,0.011125
-1.5260e-03,0.527813,0.0119063
-1.5256e-03,0.49625,0.0124375
-1.5252e-03,0.51625,0.0098125
-1.5248e-03,0.492188,0.0106094
-1.5244e-03,0.469062,0.0107031
-1.5240e-03,0.469062,0.0105469
-1.5236e-03,0.473438,0.00810938
-1.5232e-03,0.473438,0.00871875
-1.5228e-03,0.456562,0.0100156
-1.5224e-03,0.43125,0.00889063
-1.5220e-03,0.445625,0.0101406
-1.5216e-03,0.432188,0.00770312
-1.5212e-03,0.4325,0.00796875
-1.5208e-03,0.432188,0.0101094
-1.5204e-03,0.423125,0.00864063
-1.5200e-03,0.395625,0.00859375
-1.5196e-03,0.38375,0.00867188
-1.5192e-03,0.391563,0.00775
-1.5188e-03,0.382188,0.00771875
-1.5184e-03,0.371875,0.00717188
-1.5180e-03,0.349687,0.00771875
-1.5176e-03,0.354063,0.00715625
-1.5172e-03,0.3425,0.00676562
-1.5168e-03,0.347187,0.00590625
-1.5164e-03,0.350625,0.00765625
-1.5160e-03,0.330937,0.00748438
-1.5156e-03,0.323437,0.00515625
-1.5152e-03,0.30875,0.00621875
-1.5148e-03,0.30625,0.00648438
-1.5144e-03,0.29625,0.00590625
-1.5140e-03,0.302812,0.00525
-1.5136e-03,0.25625,0.00559375
-1.5132e-03,0.245938,0.00498438
-1.5128e-03,0.249062,0.00567187
-1.5124e-03,0.254063,0.00451562
-1.5120e-03,0.254063,0.00539063
-1.5116e-03,0.22625,0.00515625
-1.5112e-03,0.239375,0.00414063
-1.5108e-03,0.203125,0.00559375
-1.5104e-03,0.186562,0.00314063
-1.5100e-03,0.213125,0.0033125
-1.5096e-03,0.197813,0.00354688
-1.5092e-03,0.185,0.00498438
-1.5088e-03,0.202187,0.00385937
-1.5084e-03,0.16375,0.00326562
-1.5080e-03,0.192812,0.00209375
-1.5076e-03,0.17875,0.00276562
-1.5072e-03,0.174375,0.00198438
-1.5068e-03,0.150938,0.00370313
-1.5064e-03,0.138125,0.00423438
-1.5060e-03,0.128125,0.000234375
-1.5056e-03,0.0959375,0.00292187
-1.5052e-03,0.105938,0.00167187
-1.5048e-03,0.116562,0.00189062
-1.5044e-03,0.08625,0.0011875
-1.5040e-03,0.085,0.0020625
-1.5036e-03,0.070625,-0.00053125
-1.5032e-03,0.06875,0.00148438
-1.5028e-03,0.069375,-0.000859375
-1.5024e-03,0.07625,0.00140625
-1.5020e-03,0.0740625,0.00145312
-1.5016e-03,0.049375,-0.00109375
-1.5012e-03,0.0578125,-0.002
-1.5008e-03,0.0203125,0.000265625
-1.5004e-03,0.0296875,-0.00129688
-1.5000e-03,-0.005625,7.8125e-05
-1.4996e-03,0.016875,0
-1.4992e-03,0.0003125,-0.00134375
-1.4988e-03,0.00375,0.000734375
-1.4984e-03,-0.0184375,-1.5625e-05
-1.4980e-03,-0.0321875,-0.00078125
-1.4976e-03,-0.0321875,-0.0015625
-1.4972e-03,-0.004375,-0.00204688
-1.4968e-03,-0.055,-0.00204688
-1.4964e-03,-0.0471875,-0.00104688
-1.4960e-03,-0.054375,-0.0030625
-1.4956e-03,-0.055625,-0.00210938
-1.4952e-03,-0.07125,-0.00129688
-1.4948e-03,-0.0759375,-0.00165625
-1.4944e-03,-0.075625,-0.00228125
-1.4940e-03,-0.07875,-0.00373438
-1.4936e-03,-0.0896875,-0.0034375
-1.4932e-03,-0.09625,-0.00279687
-1.4928e-03,-0.1,-0.00517188
-1.4924e-03,-0.1075,-0.00371875
-1.4920e-03,-0.109063,-0.00332812
-1.4916e-03,-0.104375,-0.00570312
-1.4912e-03,-0.131875,-0.0041875
-1.4908e-03,-0.127812,-0.00329687
-1.4904e-03,-0.13375,-0.00492188
-1.4900e-03,-0.143125,-0.003875
-1.4896e-03,-0.119688,-0.00396875
-1.4892e-03,-0.155312,-0.00570312
-1.4888e-03,-0.16875,-0.00589063
-1.4884e-03,-0.15625,-0.00623438
-1.4880e-03,-0.170625,-0.0053125
-1.4876e-03,-0.185625,-0.00425
-1.4872e-03,-0.169687,-0.00701563
-1.4868e-03,-0.187188,-0.00540625
-1.4864e-03,-0.213438,-0.00429688
-1.4860e-03,-0.20125,-0.00617188
-1.4856e-03,-0.226562,-0.0049375
-1.4852e-03,-0.23625,-0.00648438
-1.4848e-03,-0.253125,-0.00739063
-1.4844e-03,-0.240625,-0.006625
-1.4840e-03,-0.25125,-0.00573437
-1.4836e-03,-0.275938,-0.0085625
-1.4832e-03,-0.247188,-0.0061875
-1.4828e-03,-0.262813,-0.00934375
-1.4824e-03,-0.305625,-0.00740625
-1.4820e-03,-0.287187,-0.00620313
