Model,DPO4104
Firmware Version,2.68

Waveform Type,ANALOG,
2.20300e-04,0.809688,0.0179844
2.20304e-04,0.81625,0.0156719
2.20308e-04,0.841875,0.0189687
2.20312e-04,0.85875,0.0185156
2.20316e-04,0.866563,0.0187344
2.20320e-04,0.87,0.0185156
2.20324e-04,0.864688,0.0194375
2.20328e-04,0.869375,0.0191406
2.20332e-04,0.895313,0.0209844
2.20336e-04,0.87625,0.0178125
2.20340e-04,0.920937,0.0200625
2.20344e-04,0.918438,0.022625
2.20348e-04,0.894062,0.0186562
2.20352e-04,0.926875,0.0209219
2.20356e-04,0.919687,0.0212344
2.20360e-04,0.921875,0.0205625
2.20364e-04,0.952187,0.0218594
2.20368e-04,0.944063,0.0212656
2.20372e-04,0.947188,0.0204844
2.20376e-04,0.958438,0.0224375
2.20380e-04,0.981875,0.0207969
2.20384e-04,0.985,0.021375
2.20388e-04,0.974688,0.0226719
2.20392e-04,0.989063,0.0222969
2.20396e-04,0.999063,0.0229844
2.20400e-04,1.015,0.0230469
2.20404e-04,1.02344,0.0221875
2.20408e-04,1.01625,0.024875
2.20412e-04,1.05531,0.0232969
2.20416e-04,1.04375,0.0232812
2.20420e-04,1.03969,0.0259688
2.20424e-04,1.05062,0.0245156
2.20428e-04,1.10813,0.0256719
2.20432e-04,1.09187,0.02475
2.20436e-04,1.10313,0.0241406
2.20440e-04,1.09969,0.0229844
2.20444e-04,1.09844,0.0272656
2.20448e-04,1.11563,0.0222031
2.20452e-04,1.15344,0.0255
2.20456e-04,1.13156,0.0265781
2.20460e-04,1.13688,0.0245313
2.20464e-04,1.12938,0.0249688
2.20468e-04,1.16781,0.02725
2.20472e-04,1.14688,0.0248281
2.20476e-04,1.17406,0.0272969
2.20480e-04,1.16594,0.02775
2.20484e-04,1.16469,0.0265469
2.20488e-04,1.18938,0.0284219
2.20492e-04,1.20625,0.0253438
2.20496e-04,1.19219,0.0269844
2.20500e-04,1.23719,0.0273438
2.20504e-04,1.19781,0.0276875
2.20508e-04,1.22125,0.0289531
2.20512e-04,1.23188,0.0287344
2.20516e-04,1.21344,0.0275938
2.20520e-04,1.21938,0.0305937
2.20524e-04,1.24875,0.0276875
2.20528e-04,1.25125,0.0281406
2.20532e-04,1.275,0.0300469
2.20536e-04,1.28594,0.0274063
2.20540e-04,1.29031,0.0295938
2.20544e-04,1.25938,0.0312656
2.20548e-04,1.29781,0.02775
2.20552e-04,1.28594,0.0313594
2.20556e-04,1.32219,0.0304375
2.20560e-04,1.32125,0.0299219
2.20564e-04,1.30406,0.0318438
2.20568e-04,1.325,0.029625
2.20572e-04,1.33187,0.0303125
2.20576e-04,1.35938,0.031875
2.20580e-04,1.37406,0.0308125
2.20584e-04,1.34781,0.0313281
2.20588e-04,1.37781,0.0313125
2.20592e-04,1.36344,0.0328281
2.20596e-04,1.39625,0.0321562
2.20600e-04,1.37906,0.0312969
2.20604e-04,1.37875,0.0324375
2.20608e-04,1.40969,0.0338281
2.20612e-04,1.40344,0.0313438
2.20616e-04,1.41969,0.0334375
2.20620e-04,1.4225,0.0353438
2.20624e-04,1.43719,0.0317188
2.20628e-04,1.45969,0.0343437
2.20632e-04,1.46719,0.0345156
2.20636e-04,1.46687,0.0348125
2.20640e-04,1.45781,0.0358438
2.20644e-04,1.49969,0.0341094
2.20648e-04,1.5125,0.0325312
2.20652e-04,1.495,0.0366875
2.20656e-04,1.50219,0.033125
2.20660e-04,1.52219,0.0332656
2.20664e-04,1.51438,0.0364219
2.20668e-04,1.55344,0.0343437
2.20672e-04,1.53719,0.0352344
2.20676e-04,1.52563,0.03675
2.20680e-04,1.56031,0.0349219
2.20684e-04,1.57344,0.0359375
2.20688e-04,1.55812,0.0370781
2.20692e-04,1.58844,0.0366875
2.20696e-04,1.60656,0.0382188
2.20700e-04,1.58906,0.0369219
2.20704e-04,1.6025,0.0364531
2.20708e-04,1.62531,0.0381094
2.20712e-04,1.61563,0.037125
2.20716e-04,1.60688,0.0383281
2.20720e-04,1.62312,0.0399844
2.20724e-04,1.64094,0.03825
2.20728e-04,1.65375,0.0375313
2.20732e-04,1.63281,0.039375
2.20736e-04,1.65594,0.037625
2.20740e-04,1.6875,0.0421094
2.20744e-04,1.67594,0.0389688
2.20748e-04,1.69406,0.0394063
2.20752e-04,1.70375,0.0398906
2.20756e-04,1.68781,0.0395
2.20760e-04,1.70219,0.0393438
2.20764e-04,1.72219,0.0402187
2.20768e-04,1.7175,0.0396094
2.20772e-04,1.74031,0.0421406
2.20776e-04,1.71406,0.0423281
2.20780e-04,1.74531,0.0394531
2.20784e-04,1.74375,0.0425156
2.20788e-04,1.74219,0.0414531
2.20792e-04,1.77,0.0414844
2.20796e-04,1.77812,0.0420625
2.20800e-04,1.79094,0.0419375
2.20804e-04,1.80281,0.0420156
2.20808e-04,1.80063,0.0439063
2.20812e-04,1.81406,0.0411562
2.20816e-04,1.80781,0.0425
2.20820e-04,1.79906,0.0433906
2.20824e-04,1.83781,0.0428125
2.20828e-04,1.83688,0.0427656
2.20832e-04,1.85281,0.0450781
2.20836e-04,1.86469,0.0438281
2.20840e-04,1.87469,0.0443125
2.20844e-04,1.86094,0.0442656
2.20848e-04,1.86875,0.0429375
2.20852e-04,1.86563,0.0464375
2.20856e-04,1.88344,0.0446406
2.20860e-04,1.89312,0.044625
2.20864e-04,1.90094,0.04625
2.20868e-04,1.9225,0.0438438
2.20872e-04,1.93469,0.0469219
2.20876e-04,1.91375,0.0460938
2.20880e-04,1.95281,0.0445625
2.20884e-04,1.97219,0.04775
2.20888e-04,1.9875,0.0455781
2.20892e-04,1.96344,0.0473438
2.20896e-04,1.98063,0.0485469
2.20900e-04,1.97844,0.0480937
2.20904e-04,2.00719,0.0474063
2.20908e-04,1.99687,0.0484844
2.20912e-04,2.015,0.0454844
2.20916e-04,2.00406,0.0489062
2.20920e-04,2.01031,0.0494375
2.20924e-04,2.04125,0.0466406
2.20928e-04,2.02125,0.0493125
2.20932e-04,2.05656,0.0497031
2.20936e-04,2.04188,0.0476094
2.20940e-04,2.06125,0.0512344
2.20944e-04,2.06,0.0480156
2.20948e-04,2.06,0.0485312
2.20952e-04,2.07469,0.0507969
2.20956e-04,2.08781,0.0499062
2.20960e-04,2.09313,0.0506094
2.20964e-04,2.11563,0.0508125
2.20968e-04,2.11156,0.049875
2.20972e-04,2.11719,0.0519531
2.20976e-04,2.14062,0.0506719
2.20980e-04,2.14438,0.0500156
2.20984e-04,2.14719,0.052875
2.20988e-04,2.14969,0.0496406
2.20992e-04,2.14219,0.0508906
2.20996e-04,2.15594,0.0523594
2.21000e-04,2.16875,0.0498281
2.21004e-04,2.18594,0.0524063
2.21008e-04,2.17781,0.0523281
2.21012e-04,2.19063,0.050125
2.21016e-04,2.21531,0.0550469
2.21020e-04,2.22812,0.0535313
2.21024e-04,2.21219,0.0509844
2.21028e-04,2.20031,0.0539531
2.21032e-04,2.23406,0.053
2.21036e-04,2.25781,0.0533438
2.21040e-04,2.27,0.0550781
2.21044e-04,2.25813,0.0522656
2.21048e-04,2.28094,0.0560781
2.21052e-04,2.27656,0.0566562
2.21056e-04,2.30031,0.0530156
2.21060e-04,2.29844,0.05425
2.21064e-04,2.31125,0.0549219
2.21068e-04,2.29625,0.054375
2.21072e-04,2.3225,0.0559531
2.21076e-04,2.34031,0.0556719
2.21080e-04,2.33094,0.0560469
2.21084e-04,2.3375,0.0562812
2.21088e-04,2.34156,0.0553125
2.21092e-04,2.35406,0.0564219
2.21096e-04,2.37281,0.0577187
2.21100e-04,2.365,0.0548281
2.21104e-04,2.38469,0.0574062
2.21108e-04,2.37969,0.0561562
2.21112e-04,2.38594,0.0570937
2.21116e-04,2.38187,0.0568125
2.21120e-04,2.44125,0.05775
2.21124e-04,2.42437,0.0574531
2.21128e-04,2.4375,0.0573437
2.21132e-04,2.42188,0.0577656
2.21136e-04,2.44063,0.0585938
2.21140e-04,2.44875,0.0587969
2.21144e-04,2.44844,0.05775
2.21148e-04,2.46687,0.0603906
2.21152e-04,2.455,0.0599063
2.21156e-04,2.48344,0.058
2.21160e-04,2.48687,0.0610625
2.21164e-04,2.4925,0.0616406
2.21168e-04,2.51187,0.0593438
2.21172e-04,2.48375,0.0607344
2.21176e-04,2.51562,0.059125
2.21180e-04,2.50062,0.0603125
2.21184e-04,2.54469,0.0610625
2.21188e-04,2.52,0.0607813
2.21192e-04,2.5325,0.0615
2.21196e-04,2.55375,0.0614844
2.21200e-04,2.55,0.06
2.21204e-04,2.56312,0.0622656
2.21208e-04,2.56594,0.0637188
2.21212e-04,2.5675,0.0603281
2.21216e-04,2.58344,0.0627344
2.21220e-04,2.59125,0.06425
2.21224e-04,2.60219,0.0607188
2.21228e-04,2.60813,0.0629531
2.21232e-04,2.60406,0.0618125
2.21236e-04,2.60625,0.0638906
2.21240e-04,2.62688,0.0639375
2.21244e-04,2.62813,0.0638281
2.21248e-04,2.64781,0.0641875
2.21252e-04,2.66094,0.0658594
2.21256e-04,2.67156,0.0636719
2.21260e-04,2.66844,0.0663438
2.21264e-04,2.66438,0.0635469
2.21268e-04,2.68406,0.0651562
2.21272e-04,2.67813,0.0652344
2.21276e-04,2.71344,0.064
2.21280e-04,2.71094,0.0657344
2.21284e-04,2.71563,0.0654062
2.21288e-04,2.72469,0.0646562
2.21292e-04,2.7325,0.0670625
2.21296e-04,2.74875,0.0658594
2.21300e-04,2.75219,0.0651719
2.21304e-04,2.77656,0.0672031
2.21308e-04,2.76187,0.0660938
2.21312e-04,2.78844,0.065125
2.21316e-04,2.79969,0.0684063
2.21320e-04,2.79906,0.0667031
2.21324e-04,2.81344,0.0679063
2.21328e-04,2.78688,0.0697656
2.21332e-04,2.78906,0.0664219
2.21336e-04,2.80031,0.0677813
2.21340e-04,2.85031,0.069375
2.21344e-04,2.83531,0.0679219
2.21348e-04,2.84969,0.0697656
2.21352e-04,2.865,0.068875
2.21356e-04,2.86375,0.0685
2.21360e-04,2.88187,0.0706875
2.21364e-04,2.87375,0.0681406
2.21368e-04,2.89281,0.0695625
2.21372e-04,2.90063,0.0703437
2.21376e-04,2.91156,0.0677188
2.21380e-04,2.92344,0.0702813
2.21384e-04,2.915,0.0710625
2.21388e-04,2.93063,0.0683437
2.21392e-04,2.93406,0.0723594
2.21396e-04,2.9225,0.0712187
2.21400e-04,2.94219,0.0713437
2.21404e-04,2.96531,0.0723125
2.21408e-04,2.95562,0.0689844
2.21412e-04,2.9675,0.0719375
2.21416e-04,2.96875,0.0734844
2.21420e-04,2.97438,0.0700469
2.21424e-04,2.97781,0.0730313
2.21428e-04,2.96469,0.074375
2.21432e-04,3.01344,0.0720937
2.21436e-04,3.01875,0.0750625
2.21440e-04,3.00156,0.0735937
2.21444e-04,3.02438,0.0735156
2.21448e-04,3.04375,0.074375
2.21452e-04,3.0375,0.0738281
2.21456e-04,3.05969,0.0739375
2.21460e-04,3.03781,0.0750781
2.21464e-04,3.06469,0.0729687
2.21468e-04,3.08563,0.07425
2.21472e-04,3.075,0.0751719
2.21476e-04,3.10406,0.0737344
2.21480e-04,3.10156,0.0755938
2.21484e-04,3.10438,0.0743906
2.21488e-04,3.10813,0.0768281
2.21492e-04,3.10156,0.0759531
2.21496e-04,3.11281,0.0733594
2.21500e-04,3.1525,0.0762969
2.21504e-04,3.14625,0.0754063
2.21508e-04,3.17063,0.0743906
2.21512e-04,3.145,0.0767188
2.21516e-04,3.18406,0.0764219
2.21520e-04,3.16719,0.0767031
2.21524e-04,3.18375,0.0774219
2.21528e-04,3.20031,0.0767969
2.21532e-04,3.19563,0.0755469
2.21536e-04,3.23031,0.0806406
2.21540e-04,3.22781,0.0775938
2.21544e-04,3.21156,0.0769531
2.21548e-04,3.215,0.0814531
2.21552e-04,3.2425,0.0770156
2.21556e-04,3.25375,0.0790156
2.21560e-04,3.26031,0.0800625
2.21564e-04,3.26031,0.0777969
2.21568e-04,3.27625,0.0810625
2.21572e-04,3.30063,0.0794688
2.21576e-04,3.29875,0.0800469
2.21580e-04,3.28656,0.0805312
2.21584e-04,3.30438,0.0791406
2.21588e-04,3.32781,0.0814219
2.21592e-04,3.32219,0.0823438
2.21596e-04,3.33813,0.0792188
2.21600e-04,3.33625,0.0815469
2.21604e-04,3.34437,0.0809688
2.21608e-04,3.34531,0.0808281
2.21612e-04,3.35312,0.0815156
2.21616e-04,3.365,0.0827656
2.21620e-04,3.36844,0.0811719
2.21624e-04,3.3775,0.0831094
2.21628e-04,3.38969,0.0825938
2.21632e-04,3.395,0.0832344
2.21636e-04,3.41688,0.0836406
2.21640e-04,3.40406,0.0821719
2.21644e-04,3.405,0.0829219
2.21648e-04,3.41438,0.0835938
2.21652e-04,3.45,0.0817969
2.21656e-04,3.46687,0.0854375
2.21660e-04,3.47375,0.0852813
2.21664e-04,3.45219,0.0840625
2.21668e-04,3.47219,0.0850469
2.21672e-04,3.44469,0.0828281
2.21676e-04,3.48531,0.0822188
2.21680e-04,3.49,0.0866406
2.21684e-04,3.48594,0.0848906
2.21688e-04,3.52625,0.0846094
2.21692e-04,3.51875,0.0864531
2.21696e-04,3.52219,0.0841875
2.21700e-04,3.54781,0.0854531
2.21704e-04,3.5225,0.08625
2.21708e-04,3.53938,0.0840781
2.21712e-04,3.57219,0.0879063
2.21716e-04,3.57906,0.08775
2.21720e-04,3.57875,0.0868281
2.21724e-04,3.5975,0.0871875
2.21728e-04,3.57875,0.086875
2.21732e-04,3.59781,0.0860625
2.21736e-04,3.6075,0.0894375
2.21740e-04,3.60688,0.0877969
2.21744e-04,3.62813,0.0890937
2.21748e-04,3.6325,0.0887969
2.21752e-04,3.63531,0.0866563
2.21756e-04,3.65781,0.0897656
2.21760e-04,3.63938,0.0885781
2.21764e-04,3.63781,0.0875937
2.21768e-04,3.67375,0.090375
2.21772e-04,3.6725,0.0892187
2.21776e-04,3.67531,0.0883906
2.21780e-04,3.71469,0.0903281
2.21784e-04,3.71344,0.0886875
2.21788e-04,3.7,0.0912031
2.21792e-04,3.71844,0.0926406
2.21796e-04,3.73531,0.0893594
2.21800e-04,3.715,0.0924062
2.21804e-04,3.73687,0.091125
2.21808e-04,3.75625,0.0901875
2.21812e-04,3.74875,0.0924688
2.21816e-04,3.76187,0.0917344
2.21820e-04,3.78219,0.0910313
2.21824e-04,3.77219,0.0930625
2.21828e-04,3.79594,0.0914063
2.21832e-04,3.79,0.0913125
2.21836e-04,3.80406,0.0933906
2.21840e-04,3.80531,0.0911094
2.21844e-04,3.82156,0.092875
2.21848e-04,3.80938,0.0927812
2.21852e-04,3.83688,0.092875
2.21856e-04,3.84531,0.0949531
2.21860e-04,3.84563,0.0946875
2.21864e-04,3.83719,0.0947031
2.21868e-04,3.85062,0.0955156
2.21872e-04,3.88063,0.0928594
2.21876e-04,3.85531,0.0935
2.21880e-04,3.89344,0.0931406
2.21884e-04,3.8825,0.0935781
2.21888e-04,3.88813,0.0964844
2.21892e-04,3.89969,0.0953594
2.21896e-04,3.91781,0.0940469
2.21900e-04,3.90781,0.0973281
2.21904e-04,3.91531,0.0954375
2.21908e-04,3.92156,0.0954531
2.21912e-04,3.95594,0.0968594
2.21916e-04,3.96875,0.0969375
2.21920e-04,3.97219,0.0962031
2.21924e-04,3.94563,0.097875
2.21928e-04,3.935,0.0953438
2.21932e-04,4.01781,0.0974531
2.21936e-04,3.97812,0.0964688
2.21940e-04,4.00406,0.0976719
2.21944e-04,4.01969,0.09925
2.21948e-04,4.00906,0.0982031
2.21952e-04,4.04563,0.0991875
2.21956e-04,4.0325,0.0989063
2.21960e-04,4.06031,0.097375
2.21964e-04,4.05875,0.0974688
2.21968e-04,4.08719,0.0998438
2.21972e-04,4.05531,0.0988906
2.21976e-04,4.07688,0.0989531
2.21980e-04,4.07375,0.0994219
2.21984e-04,4.10031,0.0994375
2.21988e-04,4.10938,0.0998906
2.21992e-04,4.105,0.0995156
2.21996e-04,4.10438,0.100078
2.22000e-04,4.11688,0.100641
2.22004e-04,4.1425,0.10075
2.22008e-04,4.13625,0.101453
2.22012e-04,4.15719,0.102563
2.22016e-04,4.13625,0.0998438
2.22020e-04,4.1425,0.101312
2.22024e-04,4.16406,0.101516
2.22028e-04,4.17094,0.101875
2.22032e-04,4.18875,0.100625
2.22036e-04,4.17938,0.103391
2.22040e-04,4.19406,0.103578
2.22044e-04,4.20625,0.104047
2.22048e-04,4.20531,0.103563
2.22052e-04,4.24469,0.103313
2.22056e-04,4.21719,0.104203
2.22060e-04,4.23594,0.102984
2.22064e-04,4.24344,0.102984
2.22068e-04,4.24656,0.104625
2.22072e-04,4.275,0.104031
2.22076e-04,4.27969,0.104406
2.22080e-04,4.26969,0.107344
2.22084e-04,4.29312,0.1045
2.22088e-04,4.29719,0.105391
2.22092e-04,4.30813,0.106219
2.22096e-04,4.31031,0.106109
2.22100e-04,4.32094,0.105453
2.22104e-04,4.31469,0.10675
2.22108e-04,4.35375,0.105047
2.22112e-04,4.3225,0.107594
2.22116e-04,4.33656,0.105188
2.22120e-04,4.3475,0.105516
2.22124e-04,4.365,0.10725
2.22128e-04,4.37875,0.106234
2.22132e-04,4.35813,0.107625
2.22136e-04,4.39562,0.108297
2.22140e-04,4.39531,0.10675
2.22144e-04,4.40844,0.107828
2.22148e-04,4.41469,0.106375
2.22152e-04,4.39562,0.107609
2.22156e-04,4.41344,0.107063
2.22160e-04,4.41781,0.10775
2.22164e-04,4.42125,0.109719
2.22168e-04,4.45,0.109203
2.22172e-04,4.45938,0.107797
2.22176e-04,4.46938,0.110922
2.22180e-04,4.46406,0.109672
2.22184e-04,4.48625,0.108688
2.22188e-04,4.47063,0.111547
2.22192e-04,4.48094,0.109859
2.22196e-04,4.5,0.109328
2.22200e-04,4.52937,0.112953
2.22204e-04,4.51,0.111188
2.22208e-04,4.55563,0.111516
2.22212e-04,4.54406,0.112594
2.22216e-04,4.53062,0.110109
2.22220e-04,4.57594,0.111609
2.22224e-04,4.57844,0.112156
2.22228e-04,4.56781,0.110953
2.22232e-04,4.56031,0.111906
2.22236e-04,4.58469,0.112953
2.22240e-04,4.59094,0.112359
2.22244e-04,4.61531,0.113094
2.22248e-04,4.60938,0.112547
2.22252e-04,4.59781,0.112781
2.22256e-04,4.62031,0.112484
2.22260e-04,4.62406,0.112984
2.22264e-04,4.61844,0.114672
2.22268e-04,4.64656,0.112844
2.22272e-04,4.6575,0.113609
2.22276e-04,4.64719,0.113719
2.22280e-04,4.67375,0.112937
2.22284e-04,4.66219,0.115344
2.22288e-04,4.67406,0.117031
2.22292e-04,4.69125,0.115031
2.22296e-04,4.71938,0.115109
2.22300e-04,4.70094,0.115734
2.22304e-04,4.70469,0.114125
2.22308e-04,4.69469,0.116828
2.22312e-04,4.71531,0.115953
2.22316e-04,4.705,0.114891
2.22320e-04,4.72844,0.116156
2.22324e-04,4.75438,0.116391
2.22328e-04,4.76406,0.115266
2.22332e-04,4.75656,0.118453
2.22336e-04,4.76125,0.117203
2.22340e-04,4.7875,0.116359
2.22344e-04,4.76344,0.116109
2.22348e-04,4.77562,0.118406
2.22352e-04,4.77937,0.117781
2.22356e-04,4.81719,0.117953
2.22360e-04,4.78563,0.118266
2.22364e-04,4.82313,0.118125
2.22368e-04,4.80531,0.119109
2.22372e-04,4.81062,0.118922
2.22376e-04,4.81125,0.119656
2.22380e-04,4.81156,0.117625
2.22384e-04,4.79625,0.119641
2.22388e-04,4.83469,0.119031
2.22392e-04,4.82313,0.119
2.22396e-04,4.84094,0.119016
2.22400e-04,4.8,0.119016
2.22404e-04,4.82656,0.119266
2.22408e-04,4.82812,0.118406
2.22412e-04,4.80469,0.118422
2.22416e-04,4.81313,0.118563
2.22420e-04,4.83,0.118781
2.22424e-04,4.81469,0.119734
2.22428e-04,4.80625,0.118297
2.22432e-04,4.81,0.120422
2.22436e-04,4.805,0.118953
2.22440e-04,4.79156,0.117234
2.22444e-04,4.78563,0.120078
2.22448e-04,4.80594,0.119484
2.22452e-04,4.8075,0.118547
2.22456e-04,4.77406,0.119875
2.22460e-04,4.79,0.118
2.22464e-04,4.7675,0.119453
2.22468e-04,4.76875,0.117734
2.22472e-04,4.77719,0.118938
2.22476e-04,4.75156,0.119969
2.22480e-04,4.75563,0.118281
2.22484e-04,4.73906,0.118031
2.22488e-04,4.73813,0.119703
2.22492e-04,4.72281,0.117813
2.22496e-04,4.705,0.117828
2.22500e-04,4.7075,0.118047
2.22504e-04,4.7175,0.116219
2.22508e-04,4.6925,0.118625
2.22512e-04,4.685,0.117344
2.22516e-04,4.71125,0.118531
2.22520e-04,4.70031,0.119672
2.22524e-04,4.64969,0.116734
2.22528e-04,4.65062,0.118141
2.22532e-04,4.66375,0.118047
2.22536e-04,4.67063,0.116297
2.22540e-04,4.67125,0.117031
2.22544e-04,4.64688,0.117328
2.22548e-04,4.63438,0.114703
2.22552e-04,4.6125,0.116859
2.22556e-04,4.61469,0.11525
2.22560e-04,4.61188,0.115797
2.22564e-04,4.60094,0.115812
2.22568e-04,4.6,0.115125
2.22572e-04,4.6075,0.114031
2.22576e-04,4.57437,0.118234
2.22580e-04,4.58094,0.113844
2.22584e-04,4.58094,0.114641
2.22588e-04,4.56344,0.114297
2.22592e-04,4.58156,0.113984
2.22596e-04,4.54594,0.116531
2.22600e-04,4.54156,0.114297
2.22604e-04,4.54781,0.112062
2.22608e-04,4.53812,0.1145
2.22612e-04,4.52719,0.114719
2.22616e-04,4.53875,0.113656
2.22620e-04,4.5075,0.115531
2.22624e-04,4.52937,0.111156
2.22628e-04,4.48375,0.114609
2.22632e-04,4.48,0.113812
2.22636e-04,4.47344,0.111109
2.22640e-04,4.46594,0.114266
2.22644e-04,4.45563,0.113078
2.22648e-04,4.43938,0.111859
2.22652e-04,4.47375,0.113312
2.22656e-04,4.43562,0.111047
2.22660e-04,4.42438,0.109719
2.22664e-04,4.41656,0.113672
2.22668e-04,4.41219,0.110344
2.22672e-04,4.40719,0.110984
2.22676e-04,4.38312,0.111953
2.22680e-04,4.37563,0.109125
2.22684e-04,4.35094,0.110188
2.22688e-04,4.37719,0.109703
2.22692e-04,4.35438,0.107672
2.22696e-04,4.34969,0.110328
2.22700e-04,4.355,0.107781
2.22704e-04,4.32844,0.108984
2.22708e-04,4.33094,0.110813
2.22712e-04,4.32625,0.107672
2.22716e-04,4.31062,0.109547
2.22720e-04,4.28781,0.108719
2.22724e-04,4.285,0.108578
2.22728e-04,4.30375,0.1075
2.22732e-04,4.27469,0.108875
2.22736e-04,4.28812,0.107734
2.22740e-04,4.28844,0.108688
2.22744e-04,4.2675,0.10625
2.22748e-04,4.22656,0.107453
2.22752e-04,4.24969,0.107266
2.22756e-04,4.23469,0.106172
2.22760e-04,4.22594,0.107531
2.22764e-04,4.24313,0.108031
2.22768e-04,4.21781,0.106891
2.22772e-04,4.21531,0.106531
2.22776e-04,4.1825,0.107219
2.22780e-04,4.21594,0.104563
2.22784e-04,4.21906,0.106641
2.22788e-04,4.16812,0.105125
2.22792e-04,4.1625,0.105531
2.22796e-04,4.15406,0.104922
2.22800e-04,4.15875,0.103813
2.22804e-04,4.14187,0.102875
2.22808e-04,4.13625,0.104578
2.22812e-04,4.12781,0.101906
2.22816e-04,4.15031,0.104516
2.22820e-04,4.10469,0.104469
2.22824e-04,4.10031,0.102969
2.22828e-04,4.09719,0.103813
2.22832e-04,4.11188,0.103609
2.22836e-04,4.11437,0.102813
2.22840e-04,4.08344,0.104531
2.22844e-04,4.08375,0.102813
2.22848e-04,4.0675,0.102031
2.22852e-04,4.03719,0.103
2.22856e-04,4.05063,0.102719
2.22860e-04,4.02469,0.100281
2.22864e-04,4.025,0.10125
2.22868e-04,4.02656,0.102094
2.22872e-04,4.00969,0.101281
2.22876e-04,4.00687,0.101328
2.22880e-04,4.0025,0.0995156
2.22884e-04,3.98344,0.101031
2.22888e-04,3.99281,0.099625
2.22892e-04,3.97438,0.1005
2.22896e-04,3.96844,0.101312
2.22900e-04,3.96437,0.0994688
2.22904e-04,3.94,0.102281
2.22908e-04,3.925,0.100125
2.22912e-04,3.94094,0.0980156
2.22916e-04,3.93094,0.0998438
2.22920e-04,3.91469,0.0992344
2.22924e-04,3.91844,0.0986094
2.22928e-04,3.92094,0.0996563
2.22932e-04,3.89813,0.0974219
2.22936e-04,3.89031,0.0985313
2.22940e-04,3.89969,0.100141
2.22944e-04,3.87594,0.0972969
2.22948e-04,3.875,0.0961094
2.22952e-04,3.86781,0.0993906
2.22956e-04,3.86625,0.096375
2.22960e-04,3.86187,0.0957969
2.22964e-04,3.83281,0.0977813
2.22968e-04,3.82,0.0967969
