Model,DPO4104
Firmware Version,2.68

Waveform Type,ANALOG,
-1.7196e-03,4.36281,0.178063
-1.7192e-03,4.34219,0.179875
-1.7188e-03,4.34875,0.176797
-1.7184e-03,4.34594,0.178281
-1.7180e-03,4.34687,0.176891
-1.7176e-03,4.34063,0.175063
-1.7172e-03,4.32,0.176922
-1.7168e-03,4.31219,0.174531
-1.7164e-03,4.31406,0.175406
-1.7160e-03,4.30687,0.175266
-1.7156e-03,4.2825,0.174672
-1.7152e-03,4.26938,0.173953
-1.7148e-03,4.25875,0.172719
-1.7144e-03,4.25375,0.172656
-1.7140e-03,4.26031,0.175187
-1.7136e-03,4.26875,0.172578
-1.7132e-03,4.24313,0.170828
-1.7128e-03,4.23344,0.172641
-1.7124e-03,4.21063,0.171594
-1.7120e-03,4.22125,0.170969
-1.7116e-03,4.20031,0.172234
-1.7112e-03,4.20125,0.170484
-1.7108e-03,4.18125,0.171563
-1.7104e-03,4.17375,0.170797
-1.7100e-03,4.18969,0.171047
-1.7096e-03,4.17844,0.170937
-1.7092e-03,4.16312,0.168187
-1.7088e-03,4.18156,0.168922
-1.7084e-03,4.15094,0.170078
-1.7080e-03,4.13469,0.169328
-1.7076e-03,4.13281,0.168344
-1.7072e-03,4.13625,0.166078
-1.7068e-03,4.12812,0.167203
-1.7064e-03,4.10625,0.166875
-1.7060e-03,4.09031,0.165891
-1.7056e-03,4.07469,0.165766
-1.7052e-03,4.065,0.163891
-1.7048e-03,4.07094,0.165156
-1.7044e-03,4.07,0.166156
-1.7040e-03,4.07344,0.164984
-1.7036e-03,4.04719,0.164734
-1.7032e-03,4.04031,0.163172
-1.7028e-03,4.05344,0.163688
-1.7024e-03,4.01969,0.164359
-1.7020e-03,4.04594,0.163703
-1.7016e-03,3.99812,0.161875
-1.7012e-03,3.98969,0.160906
-1.7008e-03,3.98625,0.161547
-1.7004e-03,3.97844,0.161656
-1.7000e-03,3.97719,0.162438
-1.6996e-03,3.95125,0.1585
-1.6992e-03,3.94719,0.158734
-1.6988e-03,3.94188,0.159625
-1.6984e-03,3.93844,0.158406
-1.6980e-03,3.93406,0.160656
-1.6976e-03,3.92938,0.157297
-1.6972e-03,3.9375,0.157641
-1.6968e-03,3.89938,0.159875
-1.6964e-03,3.9025,0.160266
-1.6960e-03,3.90031,0.157125
-1.6956e-03,3.88656,0.157906
-1.6952e-03,3.86656,0.155031
-1.6948e-03,3.85531,0.156547
-1.6944e-03,3.86375,0.157812
-1.6940e-03,3.85094,0.156438
-1.6936e-03,3.85594,0.155422
-1.6932e-03,3.85625,0.156094
-1.6928e-03,3.84938,0.155438
-1.6924e-03,3.81,0.155406
-1.6920e-03,3.80719,0.154047
-1.6916e-03,3.81031,0.155031
-1.6912e-03,3.81,0.153172
-1.6908e-03,3.8075,0.154359
-1.6904e-03,3.79719,0.154406
-1.6900e-03,3.78969,0.153844
-1.6896e-03,3.78719,0.152266
-1.6892e-03,3.77563,0.151609
-1.6888e-03,3.74219,0.151781
-1.6884e-03,3.77281,0.152375
-1.6880e-03,3.74438,0.150438
-1.6876e-03,3.73625,0.150969
-1.6872e-03,3.69531,0.150172
-1.6868e-03,3.72063,0.149531
-1.6864e-03,3.70312,0.152203
-1.6860e-03,3.69281,0.148766
-1.6856e-03,3.69563,0.149781
-1.6852e-03,3.68562,0.147484
-1.6848e-03,3.71719,0.148688
-1.6844e-03,3.69094,0.149719
-1.6840e-03,3.69406,0.147937
-1.6836e-03,3.68562,0.148219
-1.6832e-03,3.64938,0.146891
-1.6828e-03,3.65063,0.147844
-1.6824e-03,3.66188,0.148641
-1.6820e-03,3.63,0.146203
-1.6816e-03,3.61531,0.145563
-1.6812e-03,3.61656,0.145359
-1.6808e-03,3.61375,0.146766
-1.6804e-03,3.59938,0.145422
-1.6800e-03,3.625,0.144375
-1.6796e-03,3.59031,0.14375
-1.6792e-03,3.55125,0.142937
-1.6788e-03,3.57625,0.144641
-1.6784e-03,3.55719,0.143344
-1.6780e-03,3.55469,0.144813
-1.6776e-03,3.5225,0.141891
-1.6772e-03,3.535,0.140828
-1.6768e-03,3.50656,0.140203
-1.6764e-03,3.53469,0.141047
-1.6760e-03,3.50406,0.140703
-1.6756e-03,3.47875,0.141828
-1.6752e-03,3.47438,0.138141
-1.6748e-03,3.46719,0.140453
-1.6744e-03,3.44375,0.141203
-1.6740e-03,3.46406,0.140141
-1.6736e-03,3.43938,0.138469
-1.6732e-03,3.45156,0.138797
-1.6728e-03,3.45781,0.137922
-1.6724e-03,3.39844,0.138813
-1.6720e-03,3.42313,0.138703
-1.6716e-03,3.39875,0.136484
-1.6712e-03,3.41969,0.137703
-1.6708e-03,3.39531,0.137641
-1.6704e-03,3.38813,0.136313
-1.6700e-03,3.375,0.13825
-1.6696e-03,3.36938,0.136187
-1.6692e-03,3.34875,0.136234
-1.6688e-03,3.36031,0.136297
-1.6684e-03,3.34594,0.134766
-1.6680e-03,3.33438,0.135313
-1.6676e-03,3.31594,0.135516
-1.6672e-03,3.32594,0.133078
-1.6668e-03,3.32469,0.133813
-1.6664e-03,3.30063,0.133953
-1.6660e-03,3.28563,0.132469
-1.6656e-03,3.29031,0.132781
-1.6652e-03,3.27406,0.131969
-1.6648e-03,3.28375,0.130969
-1.6644e-03,3.27062,0.132875
-1.6640e-03,3.27344,0.13275
-1.6636e-03,3.26531,0.130188
-1.6632e-03,3.23375,0.129766
-1.6628e-03,3.24094,0.129062
-1.6624e-03,3.21719,0.129891
-1.6620e-03,3.20719,0.130406
-1.6616e-03,3.21563,0.127062
-1.6612e-03,3.19781,0.129234
-1.6608e-03,3.18156,0.129141
-1.6604e-03,3.21063,0.129172
-1.6600e-03,3.18156,0.128188
-1.6596e-03,3.14719,0.129328
-1.6592e-03,3.13063,0.126609
-1.6588e-03,3.12656,0.128141
-1.6584e-03,3.11563,0.126703
-1.6580e-03,3.15219,0.124156
-1.6576e-03,3.13813,0.125
-1.6572e-03,3.11563,0.124453
-1.6568e-03,3.095,0.124141
-1.6564e-03,3.09844,0.1255
-1.6560e-03,3.10469,0.124406
-1.6556e-03,3.1025,0.124797
-1.6552e-03,3.06531,0.125781
-1.6548e-03,3.08656,0.123422
-1.6544e-03,3.05531,0.124531
-1.6540e-03,3.03375,0.125031
-1.6536e-03,3.04594,0.122078
-1.6532e-03,3.03281,0.1215
-1.6528e-03,3.01781,0.122141
-1.6524e-03,3.02813,0.122156
-1.6520e-03,2.98719,0.123844
-1.6516e-03,3.00563,0.12
-1.6512e-03,2.9925,0.122031
-1.6508e-03,2.99188,0.120484
-1.6504e-03,2.98844,0.120063
-1.6500e-03,2.98,0.120578
-1.6496e-03,2.945,0.120422
-1.6492e-03,2.97469,0.118188
-1.6488e-03,2.96469,0.119094
-1.6484e-03,2.9225,0.119219
-1.6480e-03,2.93156,0.119313
-1.6476e-03,2.9225,0.117875
-1.6472e-03,2.935,0.118047
-1.6468e-03,2.92625,0.116578
-1.6464e-03,2.88031,0.118641
-1.6460e-03,2.89562,0.116641
-1.6456e-03,2.88313,0.116844
-1.6452e-03,2.86625,0.116625
-1.6448e-03,2.86563,0.117328
-1.6444e-03,2.88656,0.117313
-1.6440e-03,2.86719,0.116375
-1.6436e-03,2.82406,0.113672
-1.6432e-03,2.85562,0.113297
-1.6428e-03,2.83062,0.113641
-1.6424e-03,2.82187,0.113234
-1.6420e-03,2.81188,0.114375
-1.6416e-03,2.80031,0.112078
-1.6412e-03,2.79125,0.112031
-1.6408e-03,2.79406,0.113656
-1.6404e-03,2.81062,0.112734
-1.6400e-03,2.77781,0.111078
-1.6396e-03,2.74781,0.111734
-1.6392e-03,2.74875,0.111875
-1.6388e-03,2.74375,0.113047
-1.6384e-03,2.73406,0.110781
-1.6380e-03,2.73125,0.109563
-1.6376e-03,2.7175,0.110125
-1.6372e-03,2.69531,0.109125
-1.6368e-03,2.70375,0.109281
-1.6364e-03,2.69875,0.109969
-1.6360e-03,2.69875,0.108641
-1.6356e-03,2.67844,0.10875
-1.6352e-03,2.67437,0.109656
-1.6348e-03,2.64,0.107969
-1.6344e-03,2.63687,0.109672
-1.6340e-03,2.63063,0.107766
-1.6336e-03,2.62031,0.106109
-1.6332e-03,2.64344,0.107688
-1.6328e-03,2.60594,0.105281
-1.6324e-03,2.64281,0.10475
-1.6320e-03,2.62594,0.105609
-1.6316e-03,2.62094,0.103953
-1.6312e-03,2.61,0.102891
-1.6308e-03,2.60156,0.104406
-1.6304e-03,2.57938,0.104594
-1.6300e-03,2.56937,0.104469
-1.6296e-03,2.57313,0.103141
-1.6292e-03,2.55563,0.101219
-1.6288e-03,2.54906,0.10175
-1.6284e-03,2.54844,0.103625
-1.6280e-03,2.52906,0.101734
-1.6276e-03,2.54438,0.101797
-1.6272e-03,2.515,0.101094
-1.6268e-03,2.49219,0.102359
-1.6264e-03,2.51656,0.100625
-1.6260e-03,2.50719,0.0999063
-1.6256e-03,2.49906,0.100953
-1.6252e-03,2.49406,0.0984688
-1.6248e-03,2.48188,0.0995156
-1.6244e-03,2.46437,0.098875
-1.6240e-03,2.46062,0.0977344
-1.6236e-03,2.47188,0.09825
-1.6232e-03,2.45344,0.0964531
-1.6228e-03,2.44875,0.0973594
-1.6224e-03,2.43156,0.097125
-1.6220e-03,2.44,0.0958906
-1.6216e-03,2.42094,0.0968281
-1.6212e-03,2.42375,0.0968438
-1.6208e-03,2.4175,0.0949375
-1.6204e-03,2.4075,0.0964375
-1.6200e-03,2.39719,0.0942969
-1.6196e-03,2.39438,0.0941406
-1.6192e-03,2.37156,0.0955781
-1.6188e-03,2.38219,0.0938281
-1.6184e-03,2.33719,0.093125
-1.6180e-03,2.33,0.0940625
-1.6176e-03,2.35156,0.0931875
-1.6172e-03,2.31625,0.0922812
-1.6168e-03,2.3125,0.0928125
-1.6164e-03,2.30938,0.0920781
-1.6160e-03,2.28719,0.0921719
-1.6156e-03,2.30781,0.0935312
-1.6152e-03,2.27344,0.0903281
-1.6148e-03,2.29281,0.0910156
-1.6144e-03,2.27531,0.0912031
-1.6140e-03,2.28313,0.0905313
-1.6136e-03,2.26156,0.0906563
-1.6132e-03,2.25125,0.08775
-1.6128e-03,2.2425,0.0887187
-1.6124e-03,2.22063,0.0892813
-1.6120e-03,2.24375,0.0881875
-1.6116e-03,2.20656,0.0875469
-1.6112e-03,2.22125,0.089
-1.6108e-03,2.21437,0.0897344
-1.6104e-03,2.1975,0.0888125
-1.6100e-03,2.17469,0.0872813
-1.6096e-03,2.16938,0.0859687
-1.6092e-03,2.18406,0.0855937
-1.6088e-03,2.15281,0.0851875
-1.6084e-03,2.15875,0.0863125
-1.6080e-03,2.13875,0.0854687
-1.6076e-03,2.15563,0.0858437
-1.6072e-03,2.12344,0.0846875
-1.6068e-03,2.12469,0.084125
-1.6064e-03,2.10594,0.0837344
-1.6060e-03,2.09813,0.0837656
-1.6056e-03,2.08219,0.0820781
-1.6052e-03,2.08344,0.0829219
-1.6048e-03,2.0975,0.0834844
-1.6044e-03,2.05219,0.082
-1.6040e-03,2.09938,0.08275
-1.6036e-03,2.04156,0.0803438
-1.6032e-03,2.06375,0.0800312
-1.6028e-03,2.05625,0.0807188
-1.6024e-03,2.02687,0.0799688
-1.6020e-03,2.01438,0.0803594
-1.6016e-03,2.01187,0.0789219
-1.6012e-03,1.98844,0.0793125
-1.6008e-03,2.00062,0.078625
-1.6004e-03,2.00125,0.0775156
-1.6000e-03,1.98125,0.0805938
-1.5996e-03,1.9675,0.0777812
-1.5992e-03,1.98063,0.0772969
-1.5988e-03,1.98031,0.0771094
-1.5984e-03,1.95688,0.0794375
-1.5980e-03,1.95531,0.0784688
-1.5976e-03,1.9475,0.0758438
-1.5972e-03,1.92406,0.0749219
-1.5968e-03,1.8875,0.0777344
-1.5964e-03,1.90719,0.0783438
-1.5960e-03,1.93344,0.0756406
-1.5956e-03,1.87,0.0759531
-1.5952e-03,1.87719,0.0726094
-1.5948e-03,1.89312,0.0742813
-1.5944e-03,1.86969,0.0745781
-1.5940e-03,1.84344,0.0765312
-1.5936e-03,1.85406,0.0714219
-1.5932e-03,1.86031,0.0729063
-1.5928e-03,1.85094,0.0738125
-1.5924e-03,1.84281,0.0721406
-1.5920e-03,1.80125,0.0726563
-1.5916e-03,1.81344,0.07325
-1.5912e-03,1.80469,0.0697344
-1.5908e-03,1.80563,0.0710469
-1.5904e-03,1.77719,0.0724063
-1.5900e-03,1.79,0.0712344
-1.5896e-03,1.77031,0.0705469
-1.5892e-03,1.77937,0.0690781
-1.5888e-03,1.75375,0.0698594
-1.5884e-03,1.74281,0.0695625
-1.5880e-03,1.73406,0.0686094
-1.5876e-03,1.71687,0.0672031
-1.5872e-03,1.74719,0.0680156
-1.5868e-03,1.70906,0.0667969
-1.5864e-03,1.7025,0.0677656
-1.5860e-03,1.67375,0.066375
-1.5856e-03,1.69656,0.0671094
-1.5852e-03,1.67281,0.0682656
-1.5848e-03,1.7125,0.0649844
-1.5844e-03,1.6425,0.0669063
-1.5840e-03,1.64594,0.0661562
-1.5836e-03,1.64375,0.0629375
-1.5832e-03,1.62906,0.06475
-1.5828e-03,1.62656,0.0649062
-1.5824e-03,1.64031,0.0641094
-1.5820e-03,1.615,0.0644531
-1.5816e-03,1.5925,0.0629219
-1.5812e-03,1.60094,0.0621406
-1.5808e-03,1.59156,0.0614531
-1.5804e-03,1.59656,0.0641406
-1.5800e-03,1.58,0.0627656
-1.5796e-03,1.56625,0.0622969
-1.5792e-03,1.57344,0.0618594
-1.5788e-03,1.54531,0.0631406
-1.5784e-03,1.55031,0.0610313
-1.5780e-03,1.55844,0.0603906
-1.5776e-03,1.55219,0.0595938
-1.5772e-03,1.51625,0.0609688
-1.5768e-03,1.48875,0.0595469
-1.5764e-03,1.49656,0.058625
-1.5760e-03,1.48656,0.0570625
-1.5756e-03,1.49031,0.0599375
-1.5752e-03,1.48719,0.0584687
-1.5748e-03,1.44906,0.0585781
-1.5744e-03,1.45,0.05975
-1.5740e-03,1.43531,0.0554375
-1.5736e-03,1.44094,0.0567812
-1.5732e-03,1.46,0.0567969
-1.5728e-03,1.40375,0.0571719
-1.5724e-03,1.42531,0.0566719
-1.5720e-03,1.40406,0.0566562
-1.5716e-03,1.41312,0.0543281
-1.5712e-03,1.39469,0.0560156
-1.5708e-03,1.38312,0.0545469
-1.5704e-03,1.37312,0.0521875
-1.5700e-03,1.37281,0.0539219
-1.5696e-03,1.37187,0.05325
-1.5692e-03,1.37688,0.0523281
-1.5688e-03,1.32563,0.0536875
-1.5684e-03,1.32625,0.0518281
-1.5680e-03,1.33062,0.0516563
-1.5676e-03,1.30781,0.0510781
-1.5672e-03,1.32156,0.0519219
-1.5668e-03,1.28594,0.0516563
-1.5664e-03,1.31531,0.0512031
-1.5660e-03,1.26,0.0505625
-1.5656e-03,1.28344,0.0495
-1.5652e-03,1.29531,0.0495156
-1.5648e-03,1.26375,0.0509219
-1.5644e-03,1.27906,0.0496562
-1.5640e-03,1.25125,0.0484687
-1.5636e-03,1.2225,0.0479844
-1.5632e-03,1.21094,0.0479688
-1.5628e-03,1.25531,0.0481562
-1.5624e-03,1.20375,0.048625
-1.5620e-03,1.19,0.0472031
-1.5616e-03,1.19969,0.0473281
-1.5612e-03,1.22281,0.0468438
-1.5608e-03,1.16531,0.0472969
-1.5604e-03,1.19312,0.0470938
-1.5600e-03,1.17,0.045125
-1.5596e-03,1.16813,0.0454688
-1.5592e-03,1.15813,0.0446719
-1.5588e-03,1.14938,0.0439844
-1.5584e-03,1.14,0.0451094
-1.5580e-03,1.13344,0.0428906
-1.5576e-03,1.1325,0.0450781
-1.5572e-03,1.14125,0.0434688
-1.5568e-03,1.13531,0.0441563
-1.5564e-03,1.09031,0.0430625
-1.5560e-03,1.10062,0.0427031
-1.5556e-03,1.09781,0.0421875
-1.5552e-03,1.07906,0.0420156
-1.5548e-03,1.0775,0.0416094
-1.5544e-03,1.08281,0.0428437
-1.5540e-03,1.045,0.0405156
-1.5536e-03,1.05062,0.0408125
-1.5532e-03,1.02156,0.0382344
-1.5528e-03,1.02594,0.0397031
-1.5524e-03,1.00781,0.0397031
-1.5520e-03,1.02937,0.0381563
-1.5516e-03,1.03188,0.0390938
-1.5512e-03,1.00687,0.0394219
-1.5508e-03,0.998437,0.0379688
-1.5504e-03,0.995313,0.0379844
-1.5500e-03,0.990313,0.0377188
-1.5496e-03,0.955313,0.0358438
-1.5492e-03,0.936562,0.0367656
-1.5488e-03,0.956562,0.0363594
-1.5484e-03,0.929375,0.0350625
-1.5480e-03,0.93625,0.0349062
-1.5476e-03,0.944063,0.0342969
-1.5472e-03,0.897813,0.0362188
-1.5468e-03,0.905625,0.0349375
-1.5464e-03,0.910938,0.0360469
-1.5460e-03,0.869688,0.035625
-1.5456e-03,0.897813,0.034375
-1.5452e-03,0.87375,0.0339687
-1.5448e-03,0.85375,0.0337344
-1.5444e-03,0.851562,0.0325469
-1.5440e-03,0.843125,0.030875
-1.5436e-03,0.855313,0.0324375
-1.5432e-03,0.8425,0.0322031
-1.5428e-03,0.815625,0.0318281
-1.5424e-03,0.819063,0.032125
-1.5420e-03,0.798125,0.0311719
-1.5416e-03,0.794687,0.0311875
-1.5412e-03,0.78,0.0308125
-1.5408e-03,0.797188,0.0289375
-1.5404e-03,0.768125,0.0292188
-1.5400e-03,0.788438,0.0303281
-1.5396e-03,0.749688,0.0305312
-1.5392e-03,0.764062,0.0289844
-1.5388e-03,0.725938,0.0281719
-1.5384e-03,0.745,0.0288281
-1.5380e-03,0.722187,0.0272969
-1.5376e-03,0.746875,0.0266875
-1.5372e-03,0.733125,0.0276094
-1.5368e-03,0.69625,0.026875
-1.5364e-03,0.697813,0.0264219
-1.5360e-03,0.685,0.0276875
-1.5356e-03,0.675937,0.0277969
-1.5352e-03,0.697813,0.0258594
-1.5348e-03,0.64,0.0264687
-1.5344e-03,0.677188,0.0227656
-1.5340e-03,0.645,0.0245313
-1.5336e-03,0.655938,0.0241406
-1.5332e-03,0.647813,0.0233281
-1.5328e-03,0.620313,0.0231875
-1.5324e-03,0.6275,0.02275
-1.5320e-03,0.61,0.0221406
-1.5316e-03,0.616563,0.0212656
-1.5312e-03,0.625313,0.0213594
-1.5308e-03,0.576875,0.0206719
-1.5304e-03,0.570937,0.0195
-1.5300e-03,0.569375,0.0211563
-1.5296e-03,0.55875,0.02025
-1.5292e-03,0.553438,0.0212031
-1.5288e-03,0.550625,0.0199375
-1.5284e-03,0.54,0.0201094
-1.5280e-03,0.527813,0.0174688
-1.5276e-03,0.52875,0.0175938
-1.5272e-03,0.537188,0.0181719
-1.5268e-03,0.505938,0.0191875
-1.5264e-03,0.490312,0.015375
-1.5260e-03,0.489687,0.0186875
-1.5256e-03,0.495625,0.0184219
-1.5252e-03,0.47625,0.0166563
-1.5248e-03,0.477813,0.0175781
-1.5244e-03,0.464688,0.0161563
-1.5240e-03,0.4825,0.0171563
-1.5236e-03,0.448437,0.018
-1.5232e-03,0.425625,0.0154531
-1.5228e-03,0.435,0.0137656
-1.5224e-03,0.405938,0.0145938
-1.5220e-03,0.436563,0.0127344
-1.5216e-03,0.4075,0.014875
-1.5212e-03,0.4075,0.0140313
-1.5208e-03,0.415938,0.0114687
-1.5204e-03,0.388125,0.0130312
-1.5200e-03,0.365625,0.0136719
-1.5196e-03,0.373438,0.0122656
-1.5192e-03,0.374063,0.0114844
-1.5188e-03,0.357187,0.0119063
-1.5184e-03,0.356875,0.0130312
-1.5180e-03,0.350938,0.011
-1.5176e-03,0.350938,0.0114219
-1.5172e-03,0.325625,0.00939062
-1.5168e-03,0.309688,0.00948437
-1.5164e-03,0.306563,0.0103438
-1.5160e-03,0.30125,0.00807813
-1.5156e-03,0.31625,0.0103438
-1.5152e-03,0.284687,0.00879688
-1.5148e-03,0.27875,0.00878125
-1.5144e-03,0.273125,0.00790625
-1.5140e-03,0.264062,0.00632813
-1.5136e-03,0.256563,0.00848438
-1.5132e-03,0.255,0.00757812
-1.5128e-03,0.239063,0.00603125
-1.5124e-03,0.211875,0.006375
-1.5120e-03,0.22375,0.0055
-1.5116e-03,0.225938,0.00451562
-1.5112e-03,0.200937,0.00495313
-1.5108e-03,0.17375,0.00410938
-1.5104e-03,0.18,0.00496875
-1.5100e-03,0.152188,0.00432813
-1.5096e-03,0.171563,0.0045
-1.5092e-03,0.147813,0.00579687
-1.5088e-03,0.149063,0.00398438
-1.5084e-03,0.131875,0.00459375
-1.5080e-03,0.113437,0.00301563
-1.5076e-03,0.130312,0.003875
-1.5072e-03,0.124063,0.0024375
-1.5068e-03,0.085625,0.00289062
-1.5064e-03,0.095,0.00326562
-1.5060e-03,0.105625,0.00234375
-1.5056e-03,0.07375,0.00123438
-1.5052e-03,0.086875,0.00175
-1.5048e-03,0.085625,0.00140625
-1.5044e-03,0.0696875,0.001625
-1.5040e-03,0.0353125,-0.0005
-1.5036e-03,0.06125,7.8125e-05
-1.5032e-03,0.0409375,0.000390625
-1.5028e-03,0.0328125,0.000171875
-1.5024e-03,0.044375,0.00034375
-1.5020e-03,0.0375,0.000515625
-1.5016e-03,0.035,0.0004375
-1.5012e-03,-0.001875,-0.00170312
-1.5008e-03,0.025,-0.00289062
-1.5004e-03,0.008125,-0.000796875
-1.5000e-03,0.004375,-0.00154688
-1.4996e-03,-0.0046875,-0.00303125
-1.4992e-03,-0.0115625,-0.00114062
-1.4988e-03,-0.03625,-0.0034375
-1.4984e-03,-0.049375,-0.0023125
-1.4980e-03,-0.05375,-0.00178125
-1.4976e-03,-0.05125,-0.00398438
-1.4972e-03,-0.0540625,-0.00396875
-1.4968e-03,-0.0721875,-0.00564062
-1.4964e-03,-0.060625,-0.00303125
-1.4960e-03,-0.0846875,-0.005125
-1.4956e-03,-0.084375,-0.00554687
-1.4952e-03,-0.0921875,-0.0048125
-1.4948e-03,-0.110313,-0.0051875
-1.4944e-03,-0.10375,-0.00795313
-1.4940e-03,-0.0978125,-0.0078125
-1.4936e-03,-0.102188,-0.00748438
-1.4932e-03,-0.115312,-0.0075
-1.4928e-03,-0.120938,-0.007375
-1.4924e-03,-0.126875,-0.00782813
-1.4920e-03,-0.134063,-0.00901562
-1.4916e-03,-0.139375,-0.00895313
-1.4912e-03,-0.138437,-0.00795313
-1.4908e-03,-0.145313,-0.01025
-1.4904e-03,-0.167813,-0.00692188
-1.4900e-03,-0.154688,-0.00979688
-1.4896e-03,-0.174063,-0.0107031
-1.4892e-03,-0.192188,-0.00817188
-1.4888e-03,-0.177187,-0.00989063
-1.4884e-03,-0.200937,-0.00860938
-1.4880e-03,-0.187812,-0.0105625
-1.4876e-03,-0.212813,-0.0108438
-1.4872e-03,-0.2325,-0.01025
-1.4868e-03,-0.222188,-0.0101719
-1.4864e-03,-0.244375,-0.0136562
-1.4860e-03,-0.22875,-0.0121094
-1.4856e-03,-0.244375,-0.0132812
-1.4852e-03,-0.245625,-0.0132969
-1.4848e-03,-0.283438,-0.0130781
-1.4844e-03,-0.287813,-0.0142188
-1.4840e-03,-0.27,-0.0132969
-1.4836e-03,-0.284375,-0.0140156
-1.4832e-03,-0.303438,-0.01375
-1.4828e-03,-0.340938,-0.0137031
-1.4824e-03,-0.315937,-0.0143906
-1.4820e-03,-0.335625,-0.0156875
-1.4816e-03,-0.327188,-0.0143594
-1.4812e-03,-0.304375,-0.0160313
-1.4808e-03,-0.377188,-0.0162188
-1.4804e-03,-0.358438,-0.0175
-1.4800e-03,-0.374063,-0.0192812
-1.4796e-03,-0.384063,-0.0167969
-1.4792e-03,-0.394688,-0.0194531
-1.4788e-03,-0.385313,-0.0178438
-1.4784e-03,-0.400938,-0.0183906
-1.4780e-03,-0.389063,-0.01975
-1.4776e-03,-0.415313,-0.018875
-1.4772e-03,-0.425625,-0.0184219
-1.4768e-03,-0.427812,-0.02125
-1.4764e-03,-0.441563,-0.0201406
-1.4760e-03,-0.441875,-0.0218906
-1.4756e-03,-0.457813,-0.02175
-1.4752e-03,-0.466562,-0.0223125
-1.4748e-03,-0.453125,-0.0221719
-1.4744e-03,-0.474062,-0.0235625
-1.4740e-03,-0.482813,-0.0228906
-1.4736e-03,-0.508125,-0.0237031
-1.4732e-03,-0.490312,-0.024625
-1.4728e-03,-0.508125,-0.0224844
-1.4724e-03,-0.504375,-0.0234375
-1.4720e-03,-0.50875,-0.0242656
-1.4716e-03,-0.530938,-0.0234219
-1.4712e-03,-0.534062,-0.0254219
-1.4708e-03,-0.545937,-0.0231094
-1.4704e-03,-0.58375,-0.0246875
-1.4700e-03,-0.5475,-0.02525
-1.4696e-03,-0.565,-0.0262187
